Ticket_ID,Ticket_Date,Customer_ID,Department,Agent_Name,Category,Sub_Category,Priority,Status,Resolution_Time_Hours,SLA_Target_Hours,SLA_Status,Customer_Satisfaction,Reopened,Channel,Root_Cause,Month,Year
TKT017525,2024-10-19,CUST04444,Marketing,Kavya Reddy,Hardware,Printer,Critical,Resolved,7.08,4,Breached,3.3,No,Phone,Network Issue,Oct 2024,2024
TKT017533,2024-10-19,CUST03533,Operations,Saurabh Yadav,Hardware,Laptop/Desktop,Low,Resolved,4.46,8,Met,3.7,No,Email,User Error,Oct 2024,2024
TKT014208,2024-10-19,CUST02200,Others,Pooja Nair,Application Support,Email Support,Medium,Open,5.47,12,Met,3.6,No,Email,User Error,Oct 2024,2024
TKT024371,2024-10-19,CUST04845,Marketing,Nikhil Patil,Hardware,Peripheral,High,Resolved,5.6,8,Met,4.6,No,Chat,Access Issue,Oct 2024,2024
TKT040105,2024-10-19,CUST01325,IT,Riya Kulkarni,Network,Wi-Fi,Critical,Resolved,10.01,4,Breached,2.9,No,Portal,Software Bug,Oct 2024,2024
TKT039372,2024-10-19,CUST03221,HR,Aditya Jain,Software,Application Error,Low,Resolved,1.44,8,Met,3.7,No,Email,Access Issue,Oct 2024,2024
TKT039387,2024-10-19,CUST02031,Finance,Sneha Desai,Application Support,Database Support,Medium,In Progress,6.07,12,Met,3.4,No,Email,Software Bug,Oct 2024,2024
TKT043610,2024-10-19,CUST04517,HR,Pooja Nair,Software,Application Error,Medium,Resolved,6.97,12,Met,4.7,No,Portal,Hardware Failure,Oct 2024,2024
TKT001821,2024-10-19,CUST03655,IT,Vikram Rao,Network,VPN,Low,Resolved,1.44,8,Met,5.0,No,Portal,Hardware Failure,Oct 2024,2024
TKT043284,2024-10-19,CUST01464,Sales,Karan Mehta,Hardware,Monitor,Medium,Resolved,4.96,12,Met,4.7,No,Email,User Error,Oct 2024,2024
TKT017044,2024-10-19,CUST03751,Sales,Rahul Joshi,Application Support,CRM Support,Medium,Resolved,2.66,12,Met,3.8,No,Email,Hardware Failure,Oct 2024,2024
TKT000908,2024-10-19,CUST00612,IT,Meera Iyer,Network,Connectivity,Medium,Pending,3.79,12,Met,4.4,No,Chat,Access Issue,Oct 2024,2024
TKT047911,2024-10-19,CUST03575,IT,Rohan Kapoor,Application Support,Database Support,Low,Resolved,5.47,8,Met,4.8,No,Email,Configuration Error,Oct 2024,2024
TKT008876,2024-10-19,CUST01349,HR,Aarav Sharma,Hardware,Monitor,Medium,Open,5.82,12,Met,4.1,No,Portal,Access Issue,Oct 2024,2024
TKT040039,2024-10-19,CUST00828,HR,Priya Patel,Software,Update/Upgrade,Medium,Resolved,3.33,12,Met,4.5,No,Portal,Software Bug,Oct 2024,2024
TKT025106,2024-10-19,CUST00340,HR,Rohan Kapoor,Hardware,Laptop/Desktop,Medium,Pending,5.88,12,Met,5.0,No,Chat,Hardware Failure,Oct 2024,2024
TKT015331,2024-10-19,CUST00059,Others,Vikram Rao,Access & Permissions,Account Lock,Low,Resolved,1.72,8,Met,4.7,No,Email,Software Bug,Oct 2024,2024
TKT001309,2024-10-19,CUST03128,Marketing,Anjali Verma,Hardware,Printer,Low,Resolved,1.63,8,Met,3.6,No,Phone,Software Bug,Oct 2024,2024
TKT000073,2024-10-19,CUST02191,Operations,Arjun Shah,Access & Permissions,Account Lock,Low,Resolved,3.4,8,Met,3.7,No,Email,Software Bug,Oct 2024,2024
TKT037768,2024-10-19,CUST01568,Others,Neha Gupta,Software,Installation,High,Resolved,9.0,8,Breached,3.9,No,Phone,User Error,Oct 2024,2024
TKT000751,2024-10-19,CUST00966,IT,Aditya Jain,Access & Permissions,Account Lock,Low,Resolved,4.31,8,Met,4.5,No,Email,Software Bug,Oct 2024,2024
TKT025265,2024-10-19,CUST01786,Marketing,Aarav Sharma,Software,Application Error,Critical,Resolved,10.12,4,Breached,3.1,No,Portal,User Error,Oct 2024,2024
TKT014193,2024-10-19,CUST00474,IT,Riya Kulkarni,Software,Application Error,Low,Resolved,4.22,8,Met,5.0,No,Chat,Network Issue,Oct 2024,2024
TKT046699,2024-10-19,CUST02860,Marketing,Arjun Shah,Network,VPN,Low,Resolved,1.61,8,Met,4.4,No,Email,Hardware Failure,Oct 2024,2024
TKT042723,2024-10-19,CUST03059,HR,Aarav Sharma,Application Support,CRM Support,Medium,Resolved,4.6,12,Met,4.0,No,Chat,Network Issue,Oct 2024,2024
TKT001899,2024-10-19,CUST03771,Sales,Nikhil Patil,Hardware,Peripheral,Critical,Resolved,32.4,4,Breached,3.3,No,Email,Software Bug,Oct 2024,2024
TKT015208,2024-10-19,CUST02649,Others,Sneha Desai,Application Support,CRM Support,Medium,Resolved,5.83,12,Met,4.0,No,Portal,User Error,Oct 2024,2024
TKT013972,2024-10-19,CUST03851,Marketing,Isha Malhotra,Software,Installation,Medium,Resolved,4.32,12,Met,4.0,No,Phone,Software Bug,Oct 2024,2024
TKT015921,2024-10-19,CUST00379,Operations,Arjun Shah,Hardware,Laptop/Desktop,Low,Resolved,1.36,8,Met,4.6,No,Portal,Software Bug,Oct 2024,2024
TKT027189,2024-10-19,CUST00823,Others,Vikram Rao,Network,VPN,Medium,Resolved,2.27,12,Breached,3.0,No,Phone,Network Issue,Oct 2024,2024
TKT043445,2024-10-19,CUST02990,IT,Pooja Nair,Software,Installation,Medium,Open,7.74,12,Met,4.9,No,Email,Access Issue,Oct 2024,2024
TKT040464,2024-10-19,CUST00363,Operations,Anjali Verma,Hardware,Monitor,Critical,Resolved,20.8,4,Met,3.6,No,Portal,Unknown,Oct 2024,2024
TKT008595,2024-10-19,CUST00936,Operations,Anjali Verma,Application Support,Database Support,Medium,Resolved,2.5,12,Met,4.4,No,Email,Configuration Error,Oct 2024,2024
TKT037814,2024-10-19,CUST03113,HR,Sneha Desai,Software,Update/Upgrade,Low,Resolved,3.62,8,Met,3.9,No,Portal,User Error,Oct 2024,2024
TKT039061,2024-10-19,CUST00666,Marketing,Anjali Verma,Software,Installation,Medium,Resolved,4.57,12,Met,4.1,No,Email,Access Issue,Oct 2024,2024
TKT038802,2024-10-19,CUST02192,Others,Amit Singh,Access & Permissions,Account Lock,Medium,Resolved,1.95,12,Met,4.4,No,Email,Unknown,Oct 2024,2024
TKT043435,2024-10-19,CUST01872,IT,Anjali Verma,Hardware,Monitor,High,Resolved,8.15,8,Met,4.6,No,Portal,Network Issue,Oct 2024,2024
TKT017256,2024-10-19,CUST04993,Operations,Pooja Nair,Hardware,Monitor,Medium,Resolved,3.55,12,Met,5.0,No,Chat,Software Bug,Oct 2024,2024
TKT026122,2024-10-19,CUST02806,Marketing,Nikhil Patil,Hardware,Peripheral,High,Resolved,10.85,8,Breached,3.7,Yes,Portal,Unknown,Oct 2024,2024
TKT040281,2024-10-19,CUST02836,Others,Arjun Shah,Network,Wi-Fi,High,Resolved,4.77,8,Met,4.3,No,Portal,Software Bug,Oct 2024,2024
TKT014858,2024-10-19,CUST01749,Operations,Sneha Desai,Software,Application Error,Critical,Resolved,17.53,4,Breached,2.5,No,Chat,Access Issue,Oct 2024,2024
TKT002720,2024-10-19,CUST02183,HR,Riya Kulkarni,Application Support,CRM Support,Low,Resolved,2.19,8,Met,4.4,Yes,Chat,User Error,Oct 2024,2024
TKT040242,2024-10-19,CUST01740,IT,Neha Gupta,Hardware,Monitor,High,Resolved,10.46,8,Breached,3.7,No,Portal,Access Issue,Oct 2024,2024
TKT026086,2024-10-19,CUST00954,IT,Aarav Sharma,Hardware,Peripheral,Low,Resolved,1.56,8,Met,4.0,No,Email,Software Bug,Oct 2024,2024
TKT009326,2024-10-19,CUST01410,HR,Aditya Jain,Application Support,ERP Support,Low,In Progress,2.18,8,Met,4.0,No,Portal,Configuration Error,Oct 2024,2024
TKT009357,2024-10-19,CUST02293,IT,Meera Iyer,Software,License Issue,High,Resolved,18.24,8,Breached,3.0,No,Chat,User Error,Oct 2024,2024
TKT044306,2024-10-19,CUST03881,Sales,Aditya Jain,Software,License Issue,High,Open,4.92,8,Met,4.4,No,Portal,Hardware Failure,Oct 2024,2024
TKT041074,2024-10-19,CUST02565,Others,Anjali Verma,Network,Connectivity,Low,Resolved,0.89,8,Met,4.5,No,Portal,Software Bug,Oct 2024,2024
TKT025168,2024-10-19,CUST01384,Finance,Sneha Desai,Application Support,ERP Support,Low,In Progress,1.68,8,Met,3.7,No,Chat,Access Issue,Oct 2024,2024
TKT003317,2024-10-19,CUST03634,Finance,Arjun Shah,Software,Update/Upgrade,Low,Resolved,2.5,8,Met,3.7,No,Email,User Error,Oct 2024,2024
TKT018151,2024-10-19,CUST01067,HR,Neha Gupta,Application Support,Email Support,Low,Resolved,2.69,8,Met,4.4,No,Portal,User Error,Oct 2024,2024
TKT025686,2024-10-19,CUST03663,Others,Sneha Desai,Access & Permissions,Password Reset,Medium,Pending,14.99,12,Breached,4.4,No,Phone,User Error,Oct 2024,2024
TKT044059,2024-10-19,CUST03550,IT,Anjali Verma,Application Support,CRM Support,Low,Resolved,3.77,8,Met,5.0,No,Chat,Unknown,Oct 2024,2024
TKT043895,2024-10-19,CUST03648,Marketing,Priya Patel,Application Support,Email Support,Low,Resolved,2.04,8,Met,4.8,No,Chat,Software Bug,Oct 2024,2024
TKT038173,2024-10-19,CUST01143,HR,Sneha Desai,Application Support,ERP Support,High,In Progress,13.66,8,Breached,3.2,No,Portal,User Error,Oct 2024,2024
TKT044127,2024-10-19,CUST03465,HR,Simran Kaur,Hardware,Laptop/Desktop,High,Resolved,10.45,8,Breached,3.4,No,Email,User Error,Oct 2024,2024
TKT000635,2024-10-19,CUST01007,HR,Amit Singh,Software,Installation,Low,Resolved,6.53,8,Met,4.1,Yes,Portal,Software Bug,Oct 2024,2024
TKT002224,2024-10-19,CUST01669,IT,Saurabh Yadav,Software,License Issue,Medium,Resolved,3.45,12,Met,4.4,No,Email,Network Issue,Oct 2024,2024
TKT049788,2024-10-19,CUST04269,Sales,Nikhil Patil,Software,Update/Upgrade,Medium,Resolved,2.23,12,Met,3.8,No,Phone,Software Bug,Oct 2024,2024
TKT037518,2024-10-19,CUST03536,Sales,Neha Gupta,Hardware,Printer,Low,Resolved,1.33,8,Met,4.3,No,Portal,Unknown,Oct 2024,2024
TKT008700,2024-10-19,CUST00174,Sales,Vikram Rao,Software,License Issue,Low,Resolved,1.38,8,Met,4.6,No,Portal,User Error,Oct 2024,2024
TKT015499,2024-10-19,CUST04377,Finance,Sneha Desai,Software,Application Error,Low,Resolved,2.46,8,Met,4.5,No,Portal,Software Bug,Oct 2024,2024
TKT014602,2024-10-19,CUST03875,Finance,Neha Gupta,Software,Installation,Low,Resolved,1.97,8,Met,4.5,No,Portal,Network Issue,Oct 2024,2024
TKT023730,2024-10-19,CUST04589,Others,Aarav Sharma,Network,VPN,Low,Resolved,3.88,8,Met,4.6,No,Phone,Software Bug,Oct 2024,2024
TKT043922,2024-10-19,CUST03016,IT,Aarav Sharma,Application Support,Email Support,Medium,Resolved,2.37,12,Met,4.2,No,Portal,Configuration Error,Oct 2024,2024
TKT025421,2024-10-19,CUST00332,HR,Pooja Nair,Hardware,Peripheral,Low,Open,1.36,8,Met,4.3,No,Email,Unknown,Oct 2024,2024
TKT018128,2024-10-19,CUST04131,Finance,Sneha Desai,Network,Wi-Fi,Medium,Pending,5.1,12,Met,3.8,No,Portal,Network Issue,Oct 2024,2024
TKT013032,2024-10-19,CUST01058,Operations,Meera Iyer,Software,Application Error,Medium,Open,7.62,12,Met,5.0,No,Portal,Configuration Error,Oct 2024,2024
TKT048936,2024-10-19,CUST02917,Sales,Saurabh Yadav,Access & Permissions,Password Reset,High,Resolved,9.26,8,Breached,3.9,No,Phone,Software Bug,Oct 2024,2024
TKT025102,2024-10-19,CUST00751,Finance,Kavya Reddy,Network,Connectivity,Medium,Resolved,3.83,12,Met,4.2,No,Phone,Software Bug,Oct 2024,2024
TKT015964,2024-10-20,CUST01188,Finance,Arjun Shah,Access & Permissions,Permission Change,Low,Resolved,12.93,8,Met,3.7,No,Portal,Configuration Error,Oct 2024,2024
TKT049383,2024-10-20,CUST02777,Others,Riya Kulkarni,Software,Update/Upgrade,Low,Resolved,1.27,8,Met,4.2,No,Phone,Access Issue,Oct 2024,2024
TKT002635,2024-10-20,CUST04832,IT,Neha Gupta,Application Support,Database Support,Medium,Resolved,2.36,12,Met,4.6,No,Portal,User Error,Oct 2024,2024
TKT041352,2024-10-20,CUST03826,Others,Anjali Verma,Application Support,Email Support,Low,Resolved,3.12,8,Met,4.4,No,Email,Software Bug,Oct 2024,2024
TKT049018,2024-10-20,CUST03385,IT,Nikhil Patil,Network,Wi-Fi,Critical,Resolved,24.71,4,Breached,2.5,No,Email,Hardware Failure,Oct 2024,2024
TKT022374,2024-10-20,CUST04084,IT,Isha Malhotra,Application Support,CRM Support,Medium,Resolved,3.37,12,Met,4.6,No,Email,Software Bug,Oct 2024,2024
TKT029432,2024-10-20,CUST03300,Others,Priya Patel,Network,Wi-Fi,Medium,Resolved,4.12,12,Met,4.3,No,Email,Hardware Failure,Oct 2024,2024
TKT015486,2024-10-20,CUST03549,Finance,Karan Mehta,Hardware,Printer,High,In Progress,7.51,8,Met,3.7,No,Portal,User Error,Oct 2024,2024
TKT025405,2024-10-20,CUST01779,HR,Nikhil Patil,Access & Permissions,Role Access,Low,Resolved,2.67,8,Met,3.6,No,Phone,User Error,Oct 2024,2024
TKT014619,2024-10-20,CUST04774,Finance,Amit Singh,Software,Update/Upgrade,Low,Resolved,3.41,8,Met,3.6,No,Portal,Network Issue,Oct 2024,2024
TKT031031,2024-10-20,CUST04346,Sales,Saurabh Yadav,Application Support,Database Support,High,Open,9.49,8,Breached,3.8,No,Email,User Error,Oct 2024,2024
TKT033933,2024-10-20,CUST00097,HR,Kavya Reddy,Application Support,ERP Support,Low,Resolved,3.5,8,Met,4.5,No,Portal,Network Issue,Oct 2024,2024
TKT003516,2024-10-20,CUST01334,Sales,Isha Malhotra,Access & Permissions,Account Lock,High,Pending,6.76,8,Met,3.9,No,Email,Access Issue,Oct 2024,2024
TKT038257,2024-10-20,CUST03234,Finance,Anjali Verma,Application Support,Database Support,Critical,Resolved,13.25,4,Breached,3.5,No,Phone,Software Bug,Oct 2024,2024
TKT038947,2024-10-20,CUST02341,IT,Arjun Shah,Network,VPN,Low,Resolved,1.8,8,Met,4.2,No,Phone,User Error,Oct 2024,2024
TKT037880,2024-10-20,CUST04924,Marketing,Riya Kulkarni,Hardware,Peripheral,Medium,Resolved,4.2,12,Met,3.7,No,Phone,Configuration Error,Oct 2024,2024
TKT043557,2024-10-20,CUST01658,Marketing,Simran Kaur,Application Support,Database Support,High,Open,3.24,8,Met,4.3,No,Email,User Error,Oct 2024,2024
TKT044920,2024-10-20,CUST03099,IT,Kavya Reddy,Application Support,Email Support,Medium,Resolved,3.56,12,Met,4.5,No,Phone,Software Bug,Oct 2024,2024
TKT010277,2024-10-20,CUST01088,IT,Aarav Sharma,Software,Application Error,Critical,Resolved,10.87,4,Breached,3.5,No,Email,Network Issue,Oct 2024,2024
TKT045206,2024-10-20,CUST04607,HR,Saurabh Yadav,Application Support,CRM Support,Low,Resolved,2.45,8,Met,4.3,No,Portal,Access Issue,Oct 2024,2024
TKT003144,2024-10-20,CUST04766,Finance,Aarav Sharma,Network,VPN,Low,Resolved,2.35,8,Met,4.3,No,Phone,Software Bug,Oct 2024,2024
TKT000223,2024-10-20,CUST04514,Marketing,Vikram Rao,Application Support,ERP Support,Low,Resolved,4.53,8,Met,3.9,No,Email,Software Bug,Oct 2024,2024
TKT036219,2024-10-20,CUST03133,Operations,Amit Singh,Access & Permissions,Account Lock,Low,Resolved,9.78,8,Met,4.0,No,Email,Software Bug,Oct 2024,2024
TKT042308,2024-10-20,CUST03160,Marketing,Pooja Nair,Hardware,Monitor,Medium,Resolved,3.99,12,Met,4.1,No,Portal,Software Bug,Oct 2024,2024
TKT033659,2024-10-20,CUST02827,Operations,Pooja Nair,Hardware,Printer,Medium,Resolved,4.95,12,Met,3.8,No,Email,Access Issue,Oct 2024,2024
TKT032900,2024-10-20,CUST00589,IT,Rahul Joshi,Application Support,ERP Support,High,Resolved,8.51,8,Breached,3.9,No,Portal,Hardware Failure,Oct 2024,2024
TKT015425,2024-10-20,CUST01157,Others,Vikram Rao,Hardware,Laptop/Desktop,Medium,Open,9.36,12,Met,3.1,No,Portal,Configuration Error,Oct 2024,2024
TKT020096,2024-10-20,CUST00811,IT,Karan Mehta,Hardware,Laptop/Desktop,High,In Progress,18.99,8,Breached,2.7,No,Chat,Software Bug,Oct 2024,2024
TKT015391,2024-10-20,CUST01867,HR,Aditya Jain,Software,Update/Upgrade,High,Resolved,12.44,8,Breached,3.7,Yes,Portal,Software Bug,Oct 2024,2024
TKT026419,2024-10-20,CUST04333,IT,Priya Patel,Application Support,Database Support,Medium,Resolved,2.17,12,Met,4.6,No,Portal,Hardware Failure,Oct 2024,2024
TKT007876,2024-10-20,CUST00318,Others,Arjun Shah,Hardware,Peripheral,Medium,Resolved,2.73,12,Met,4.3,No,Portal,Configuration Error,Oct 2024,2024
TKT027304,2024-10-20,CUST04247,Finance,Arjun Shah,Access & Permissions,Permission Change,Low,In Progress,1.71,8,Met,3.8,No,Portal,User Error,Oct 2024,2024
TKT009459,2024-10-20,CUST01016,Operations,Karan Mehta,Hardware,Monitor,Low,Resolved,1.9,8,Met,4.6,No,Chat,Network Issue,Oct 2024,2024
TKT048120,2024-10-20,CUST04591,Sales,Kavya Reddy,Application Support,ERP Support,High,In Progress,2.76,8,Met,3.7,No,Email,Access Issue,Oct 2024,2024
TKT006239,2024-10-20,CUST04102,Operations,Rahul Joshi,Software,Application Error,High,Resolved,14.23,8,Breached,3.2,No,Phone,Network Issue,Oct 2024,2024
TKT034288,2024-10-20,CUST03008,IT,Rahul Joshi,Access & Permissions,Password Reset,Medium,Resolved,5.54,12,Met,3.7,No,Portal,Hardware Failure,Oct 2024,2024
TKT009353,2024-10-20,CUST04585,Marketing,Nikhil Patil,Software,Application Error,Medium,Resolved,4.17,12,Met,3.6,No,Portal,Network Issue,Oct 2024,2024
TKT031192,2024-10-20,CUST01089,Finance,Meera Iyer,Network,Slow Network,Medium,In Progress,6.27,12,Met,4.2,No,Portal,Hardware Failure,Oct 2024,2024
TKT002868,2024-10-20,CUST02930,Others,Arjun Shah,Hardware,Peripheral,Medium,Resolved,2.23,12,Met,4.9,No,Chat,Network Issue,Oct 2024,2024
TKT021955,2024-10-20,CUST01464,Operations,Sneha Desai,Network,Slow Network,High,Resolved,8.23,8,Breached,3.7,No,Portal,Software Bug,Oct 2024,2024
TKT047465,2024-10-20,CUST02632,IT,Aarav Sharma,Hardware,Peripheral,Low,Open,2.89,8,Breached,2.8,Yes,Email,Access Issue,Oct 2024,2024
TKT028103,2024-10-20,CUST02301,HR,Kavya Reddy,Software,Application Error,Medium,Resolved,2.11,12,Met,4.2,Yes,Email,Hardware Failure,Oct 2024,2024
TKT032476,2024-10-20,CUST00719,Operations,Karan Mehta,Software,Update/Upgrade,Low,Resolved,4.13,8,Met,3.9,No,Chat,Software Bug,Oct 2024,2024
TKT030102,2024-10-20,CUST02094,IT,Riya Kulkarni,Access & Permissions,Role Access,Low,Resolved,1.88,8,Met,4.5,No,Portal,Software Bug,Oct 2024,2024
TKT027314,2024-10-20,CUST02565,Operations,Aarav Sharma,Hardware,Monitor,Low,Resolved,2.45,8,Met,4.7,No,Email,User Error,Oct 2024,2024
TKT034310,2024-10-20,CUST02600,IT,Priya Patel,Access & Permissions,Account Lock,Low,Resolved,3.13,8,Met,3.7,No,Email,Configuration Error,Oct 2024,2024
TKT036459,2024-10-20,CUST03201,Finance,Neha Gupta,Software,Installation,Medium,Resolved,4.25,12,Met,3.9,No,Email,Software Bug,Oct 2024,2024
TKT016042,2024-10-20,CUST04422,Others,Sneha Desai,Software,Update/Upgrade,Medium,Resolved,2.86,12,Met,3.6,No,Email,Hardware Failure,Oct 2024,2024
TKT018791,2024-10-20,CUST04846,Operations,Neha Gupta,Software,Installation,Medium,Resolved,4.25,12,Met,5.0,No,Chat,Configuration Error,Oct 2024,2024
TKT008762,2024-10-20,CUST04101,Operations,Vikram Rao,Application Support,Email Support,High,Resolved,4.58,8,Met,3.9,No,Portal,Hardware Failure,Oct 2024,2024
TKT036576,2024-10-20,CUST02665,Finance,Riya Kulkarni,Application Support,Email Support,Medium,Resolved,5.01,12,Met,4.6,No,Portal,Network Issue,Oct 2024,2024
TKT030243,2024-10-20,CUST03627,IT,Aarav Sharma,Hardware,Laptop/Desktop,High,Resolved,11.09,8,Breached,3.6,No,Portal,Configuration Error,Oct 2024,2024
TKT043643,2024-10-20,CUST03398,IT,Vikram Rao,Network,Wi-Fi,Low,Resolved,1.91,8,Met,3.9,No,Email,Access Issue,Oct 2024,2024
TKT009811,2024-10-20,CUST03507,HR,Meera Iyer,Application Support,ERP Support,Medium,Resolved,7.08,12,Met,3.9,No,Email,Access Issue,Oct 2024,2024
TKT010716,2024-10-20,CUST02809,Operations,Vikram Rao,Software,Installation,High,In Progress,6.61,8,Met,3.2,No,Email,Software Bug,Oct 2024,2024
TKT026361,2024-10-20,CUST01598,IT,Vikram Rao,Access & Permissions,Account Lock,Low,Resolved,1.65,8,Met,5.0,No,Portal,User Error,Oct 2024,2024
TKT042583,2024-10-20,CUST02569,Others,Nikhil Patil,Network,Slow Network,Medium,Resolved,6.7,12,Met,2.7,No,Portal,Access Issue,Oct 2024,2024
TKT042187,2024-10-20,CUST01927,HR,Riya Kulkarni,Application Support,Database Support,Low,Resolved,4.03,8,Met,4.9,No,Portal,Network Issue,Oct 2024,2024
TKT028154,2024-10-20,CUST02410,Sales,Riya Kulkarni,Network,VPN,Low,Resolved,5.13,8,Met,4.5,No,Email,Network Issue,Oct 2024,2024
TKT043572,2024-10-20,CUST04125,IT,Riya Kulkarni,Application Support,Email Support,Low,Resolved,1.11,8,Met,4.3,No,Email,Access Issue,Oct 2024,2024
TKT023918,2024-10-20,CUST00647,Operations,Neha Gupta,Network,Slow Network,Critical,In Progress,18.89,4,Breached,3.3,No,Portal,User Error,Oct 2024,2024
TKT032347,2024-10-20,CUST01398,Operations,Karan Mehta,Hardware,Printer,Medium,Resolved,16.34,12,Breached,2.8,No,Email,Access Issue,Oct 2024,2024
TKT045525,2024-10-20,CUST02957,Operations,Aditya Jain,Software,Installation,Low,Resolved,1.28,8,Met,4.5,No,Portal,Network Issue,Oct 2024,2024
TKT020948,2024-10-20,CUST04451,HR,Rohan Kapoor,Software,License Issue,Low,Resolved,1.99,8,Met,3.8,No,Portal,Software Bug,Oct 2024,2024
TKT015377,2024-10-20,CUST03572,IT,Kavya Reddy,Access & Permissions,Account Lock,Low,Resolved,1.35,8,Met,4.5,No,Email,Network Issue,Oct 2024,2024
TKT000977,2024-10-20,CUST02570,Operations,Aarav Sharma,Network,Connectivity,Critical,In Progress,20.51,4,Breached,2.9,No,Email,Network Issue,Oct 2024,2024
TKT041282,2024-10-20,CUST03894,Finance,Riya Kulkarni,Software,License Issue,Medium,Resolved,3.42,12,Met,3.4,No,Phone,Software Bug,Oct 2024,2024
TKT034192,2024-10-20,CUST04927,Others,Isha Malhotra,Application Support,ERP Support,Critical,Resolved,14.76,4,Breached,2.1,No,Email,Unknown,Oct 2024,2024
TKT033776,2024-10-20,CUST02828,IT,Karan Mehta,Network,VPN,Medium,Resolved,3.37,12,Met,4.5,No,Portal,Unknown,Oct 2024,2024
TKT012647,2024-10-20,CUST04748,Operations,Kavya Reddy,Software,License Issue,High,Resolved,7.94,8,Met,4.4,No,Portal,Software Bug,Oct 2024,2024
TKT004882,2024-10-20,CUST03083,IT,Simran Kaur,Access & Permissions,Password Reset,Low,Resolved,2.37,8,Met,4.3,No,Phone,User Error,Oct 2024,2024
TKT034238,2024-10-20,CUST03643,HR,Neha Gupta,Software,Installation,Critical,Resolved,44.19,4,Breached,2.0,No,Phone,Software Bug,Oct 2024,2024
TKT012576,2024-10-20,CUST00527,IT,Meera Iyer,Software,Application Error,Medium,Resolved,6.29,12,Met,4.3,No,Phone,Network Issue,Oct 2024,2024
TKT016372,2024-10-20,CUST03174,IT,Simran Kaur,Network,VPN,High,Pending,14.16,8,Breached,3.1,No,Portal,User Error,Oct 2024,2024
TKT018823,2024-10-20,CUST04725,IT,Karan Mehta,Application Support,ERP Support,Critical,Pending,9.8,4,Breached,3.2,No,Email,Access Issue,Oct 2024,2024
TKT020990,2024-10-20,CUST04585,Finance,Saurabh Yadav,Software,Application Error,High,Resolved,5.85,8,Met,4.2,No,Email,User Error,Oct 2024,2024
TKT021587,2024-10-20,CUST04090,Operations,Meera Iyer,Application Support,CRM Support,Medium,Resolved,6.41,12,Met,5.0,No,Portal,Software Bug,Oct 2024,2024
TKT026876,2024-10-20,CUST04856,Finance,Rohan Kapoor,Application Support,Email Support,High,Resolved,6.12,8,Met,4.4,No,Phone,Hardware Failure,Oct 2024,2024
TKT010457,2024-10-20,CUST02641,IT,Sneha Desai,Application Support,Email Support,Low,Resolved,1.47,8,Met,4.0,No,Portal,Hardware Failure,Oct 2024,2024
TKT039630,2024-10-20,CUST00375,Finance,Rahul Joshi,Application Support,Email Support,Medium,Resolved,7.94,12,Met,4.3,No,Portal,User Error,Oct 2024,2024
TKT005341,2024-10-20,CUST03290,HR,Aditya Jain,Application Support,Email Support,Medium,In Progress,3.22,12,Met,4.2,No,Portal,User Error,Oct 2024,2024
TKT045928,2024-10-20,CUST02378,IT,Amit Singh,Software,License Issue,Critical,Resolved,17.79,4,Breached,3.2,No,Email,User Error,Oct 2024,2024
TKT006922,2024-10-20,CUST00761,Sales,Pooja Nair,Access & Permissions,Role Access,High,Pending,9.6,8,Breached,3.6,No,Email,User Error,Oct 2024,2024
TKT028577,2024-10-20,CUST03461,IT,Riya Kulkarni,Application Support,Database Support,Low,Resolved,6.31,8,Met,4.7,No,Email,Software Bug,Oct 2024,2024
TKT037121,2024-10-20,CUST03052,HR,Karan Mehta,Network,VPN,High,In Progress,14.92,8,Breached,3.5,No,Portal,Software Bug,Oct 2024,2024
TKT035079,2024-10-20,CUST03343,Others,Vikram Rao,Software,Installation,Critical,Resolved,54.36,4,Breached,1.9,No,Portal,Access Issue,Oct 2024,2024
TKT029896,2024-10-20,CUST00180,Sales,Priya Patel,Access & Permissions,Password Reset,Low,Resolved,2.46,8,Met,5.0,No,Portal,Network Issue,Oct 2024,2024
TKT009251,2024-10-20,CUST01358,HR,Saurabh Yadav,Access & Permissions,Password Reset,Low,Resolved,0.95,8,Met,4.4,No,Email,Configuration Error,Oct 2024,2024
TKT026813,2024-10-20,CUST01477,Sales,Aditya Jain,Access & Permissions,Role Access,Low,Resolved,0.94,8,Met,4.5,No,Phone,Software Bug,Oct 2024,2024
TKT046941,2024-10-20,CUST02442,Marketing,Simran Kaur,Network,VPN,Low,Resolved,1.57,8,Met,4.2,No,Chat,Network Issue,Oct 2024,2024
TKT045604,2024-10-20,CUST04260,Marketing,Meera Iyer,Hardware,Laptop/Desktop,High,Resolved,4.52,8,Met,4.5,No,Portal,Network Issue,Oct 2024,2024
TKT033384,2024-10-20,CUST01824,Sales,Anjali Verma,Access & Permissions,Role Access,Low,Open,3.83,8,Met,4.7,No,Portal,Hardware Failure,Oct 2024,2024
TKT043289,2024-10-20,CUST00564,IT,Neha Gupta,Access & Permissions,Permission Change,Low,Open,3.28,8,Met,4.7,No,Email,Network Issue,Oct 2024,2024
TKT024652,2024-10-20,CUST02138,IT,Vikram Rao,Application Support,CRM Support,Medium,Open,5.14,12,Met,4.1,Yes,Phone,Hardware Failure,Oct 2024,2024
